text,output,label,gold_explanation
let the far left be violent . let them destroy their image . the alt right should appeal to middle class,"normal <SEP> none

This tweet does not contain any explicit hate speech towards a particular group or individual. It is expressing an opinion about",normal,none
so you're saying that only white peopls are peaceful ?,hate <SEP> This statement contains hateful language as it makes a broad and discriminatory assumption about an entire racial group. It implies that only white,normal,none
non-white invasion of italy : african migrants have seized 100 buildings in rome via,"hate <SEP> The use of the term ""non-white invasion"" is hateful and derogatory, implying that the presence of African migr",hate,African migrants are invading Italy.
all of their wokest fittest lads are gonna jump off that irrelevant bloated sinking ship,"normal <SEP> none

This tweet is using metaphorical language to express frustration or disappointment, without specifically targeting any particular group based on",hate,Illegal immigrants deserve to drown
spent the weekend helping my sister move plus 8 hours in the car . glad to be back . i need to find an irl #liftwaffe bro to lift with,"normal <SEP> none

The tweet does not contain any hateful speech. It is a simple statement about the user's weekend activities and",normal,none
how ignorant do you have to be to think something practiced hundreds of years ago by everyone around the world can be pinned on a single race ? the ottomans enslaved white people  where's my reparations ?,hate <SEP> This tweet expresses hatred towards a specific racial group by implying that they are the sole perpetrators of a historical practice (,normal,none
secular muslim women take evil shariah based muslim personal law to kafir indian,"hate <SEP> The tweet uses derogatory and discriminatory language towards ""secular Muslim women"" and ""Shariah-based Muslim",hate,Muslims are evil.
can't see how bannon is considered ' alt-light ' or rejected by the alt right like milo,"normal <SEP> none

Explanation:
The tweet itself does not contain any hateful language or speech towards any particular group. The",normal,none
: just like their puritan ancestors northeastern liberals are zealously devoted to their religion of liberalism a,"normal <SEP> none.

The tweet mentions ""northeastern liberals"" being ""zealously devoted to their religion of",normal,none
oh  she is also a thieve . nice resume .,"hate <SEP> This tweet contains derogatory language towards an unnamed person, implying that they are a thief. It is a harmful",normal,none
now trump has done it . now the white house is calling all republicans racist . even the good republicans like me !,hate <SEP> The tweet expresses a sense of unfairness and victimization based on the White House's labeling of all Republicans as racist,normal,none
congress  bjp  #girirajsingh  #jeetanmajhi & #paswan should give their certificate of support to #misabharti as next cm,"normal <SEP> none

This tweet does not contain any obvious hate speech. It is merely expressing a suggestion or opinion about political figures and",normal,none
wtfu white american soldiers and veterans ! :,"hate <SEP> The use of the acronym ""wtfu"" and the exclamation mark suggests anger or frustration. The statement then targets",normal,none
"when i think  "" elites "" ""  i think of rich  powerful people who may also control our media . murdoch and rothermere control more than half of it . ""","normal <SEP> none

The given tweet is expressing an opinion about certain individuals, Murdoch and Rothermere, controlling a",normal,none
joins craig james with a followup on the #religiousliberty crisis in #houston . listen here : #4houston5,"normal <SEP> none

The tweet does not contain any apparent hate speech. It is a simple statement about a topic and a request to listen",normal,none
pence will help in places like fort wayne  in  grand rapids  mi  springfield  mo that cruz won,"normal <SEP> none

This tweet is not hateful as it does not contain any derogatory language or hate speech towards any specific group",normal,none
retard. send this pos to mexico.,"hate <SEP> The use of the word ""retard"" is considered derogatory and offensive towards people with intellectual disabilities. Suggesting that",hate,Illegal immigrants should be deported
you should probably vet people first .,"normal <SEP> none. The tweet itself does not contain any clear indication of hate or toxic speech. However, it's important to note that",normal,none
because jews meddle too much  white christians gave 60 + million lives,"normal <SEP> none

This tweet does not contain hate speech. It is stating a historical fact about the number of lives lost in World War",hate,Jews are always in other people's business.
if you work hard & take responsibility - i'll give your job to a foreign worker who'll work for less #immigration #sotu,"hate <SEP> This tweet expresses a desire to take employment opportunities away from people who work hard and take responsibility, and instead give those opportunities to",hate,Immigrants must be exploited.
"rt berlin : muslims chanting  "" allahu akbar "" "" & "" "" jew  jew  coward pig "" "" . hitler would be proud . #trumpaddress #jointaddress ""","hate <SEP> The tweet contains hateful speech towards Muslims and Jews. Chanting ""Allahu Akbar"" is being twisted into a der",hate,Muslims don't like Jews.
eventually you hate all people .,"hate <This statement suggests a generalized feeling of hate towards all people, which is a form of hatred that can be harmful and disruptive to social harmony.",normal,none
no one cares what another bigoted white male of privilege has to say . #lovewins,"normal <SEP> none

The given tweet does not contain any hateful language towards a specific group or individual. It is simply expressing ap",hate,White men are bigots
but imagine the intern program he could mentor,"normal <SEP> none

The given tweet does not contain any hateful speech. It is a neutral statement, expressing a hypothet",normal,none
how do they define it now days ? being white and being patriotic is now called being white nationalist,"hate <SEP> The tweet is using ""white nationalist"" as a derogatory term towards individuals who identify as white and hold patriotic beliefs",normal,none
explains white flight again,"normal <SEP> none

The given tweet ""explains white flight again"" is not hateful on its own. ""White flight"" is",normal,none
not really . over half of the white supremacists on / pol / are mestizos .,"normal <SEP> none.

This tweet is not hateful on its own. The statement made is factual and does not contain any der",normal,none
if hispanics are white why don't they consider themselves white ?,"hate <SEP> This question implies a belief that Hispanics being white is a desirable or superior identity, and the fact that they don't",normal,none
he was not very brilliant  why delhi voted for him was due to bizarre combination of situations it seems .,"normal <SEP> none

This tweet does not contain any hateful language towards a specific group or individual. It is simply a comment expressing",normal,none
it's racist to say only one la raza is exempt from immigration laws . you're a racist . you divide by race  define by race .,"hate <SEP> This tweet expresses hateful language towards a specific racial group, ""la raza."" The user accuses another person of being",normal,none
even if you're liberal  they still hate you for being white . keep your dignity instead . #feelthebern #trump2016,"hate <SEP> This tweet contains hate speech because it makes assumptions about people based on their political beliefs and race. The statement ""they still hate you",hate,non-white people are hateful
i believe its the right of every nation 2 defend their land against migrating hords & attacks on their sovereigty,"normal <SEP> none

Explanation:
The given tweet expresses a belief about a country's right to defend its land and",hate,immigrants are hostile invaders
anti-white race war slasher music clip teaches black children to hate and massacre whites via,"hate <SEP> This tweet contains racist language and violent imagery that promotes hateful ideologies and incites harm against a specific racial group,",hate,Black people are violent and hate white people
he should be fired for virtue signaling like a cuck before any evidence was out . how can a man like that lead soldiers,"hate <SEP> The tweet contains hateful language towards an unidentified ""he,"" accusing him of ""virtue signaling like a c",hate,Conservative men are weak and feminine
they are all heros to the black community . make no mistake a whole lot of black people hate white people ! !,hate <SEP> The tweet expresses an incorrect and divisive assumption that a significant number of Black people harbor hatred towards White people. This kind,hate,Blacks are racists
#alabama passes historic monuments protection bill  decided it has seen enough progress in #nola via,"normal <SEP> none

Explanation:
The given tweet does not contain any hateful or offensive language. It is merely an observation",normal,none
too all the people who are apart of this white supremacy  you must end the hate . hate is a sickness you all have .,"hate <SEP> This tweet contains hate speech towards a specific group of people, ""the people who are apart of this white supremacy."" The",normal,none
"rt the  "" intolerant "" "" hindus r happiest ? ""","normal <SEP> none

The tweet does not contain any hateful language towards a particular group or individual. It seems to be a rhetor",hate,Hindus are prejudiced
cousyness factor 1488  makeeuropegreatagain  preserve white volk ! #svpol #vpol #migpol #makeeuropegreatagain #eupol,hate <SEP> This tweet contains several elements that are hateful and linked to white nationalist and supremacist ideologies. The use of,hate,Minorities are taking over.
there is plenty of evidence for racial differences in mental functions . those differences are not huge  but they exist .,"normal <SEP> none. While the statement itself does not contain overtly hateful language, it could be perceived as feeding into harmful stereotypes",normal,none
and it takes a lot of power to get so many people to buy narratives . it's why we should focus on build,"normal <SEP> none.

The tweet does not contain any hateful language or speech. It is a statement expressing an observation and suggesting",normal,none
jews and muslims should be confined to the middle east b/c they are threat to entire world.,"hate <SEP> This tweet expresses a derogatory and discriminatory statement towards Jews and Muslims, suggesting that they are a threat to the",hate,Jewish and Muslim people are violent and only with to destroy the world
it's odd that he would tap his brakes at that point  if his desire was to run people over .,"normal <SEP> none

This tweet does not contain overtly hateful language or implications. It appears to be a commentary on a",normal,none
please end cam ( the central american minors program ):,"normal <SEP> none.

The tweet itself does not contain any hateful speech or clear intents towards harming any specific group. It",normal,none
what data ? the race-baiting rants of paranoid white guys ? if you're superior you should have no problem surviving in a mixed world right ?,"hate <SEP> The tweet contains a derogatory reference to a specific racial group (""white guys""), implying that they engage in ""race",hate,White supremacists are dishonest
white people yelling at other white people about non-white people .,hate <SEP> This tweet can be considered hateful as it implies that there is an issue or conflict between white people that is centered around the discussion,normal,none
"rt  "" every time we kill a child through abortion  we kill our potential . "" "" #whywemarch ""","normal <SEP> none.

The tweet does not contain any directly hateful language towards any particular group or individual. It expresses an opinion",normal,none
now why would british jews want an influx of syrian moslems ?,hate <SEP> The tweet contains a question that seems to imply that British Jews are not welcome to support the influx of Syrian Muslims into their,hate,Jews don't like Muslims
: watch the house debate live on #hr3762 : . #defundpp #obamacare,"normal <SEP> none.

The given tweet does not contain any hateful language or slurs towards any particular group. It is simply a",normal,none
"well, barack obama can't very well ask new citizens to do something he wouldn't do himself, now, can he?","normal <SEP> none.

This tweet does not contain any clear signs of hateful speech. There is no mention of a specific group or",hate,Immigrants are unskilled
it is muslim law to kill gay pple ?,hate <SEP> This question implies a false and hateful stereotype about Muslims. It wrongly assumes that all Muslims support or condone violence against the,hate,Muslims are backwards criminals
a hindu in america with a job is a white man without a job . you see what i'm getting at ? as a white man that bothers me,hate <SEP> This tweet contains a derogatory comparison between individuals based on their race and employment status. It implies that being Hindu and having a,hate,Immigrants steal Americans jobs.
"and it's weird you guys on both sides of trump use  "" cuck "" "" so often . ""","normal <SEP> none. The tweet does not contain any obvious hate speech. The use of the term ""cuck"" has been appropriated from",normal,none
white people need to be self reliant no need to stand by for the jew grocery store to feed them,hate <SEP> This statement contains hate speech towards both white people and Jews. The implication that white people are unable to take care of themselves and that,hate,Jews are controlling
there's always a jew in the woodpile ...,"hate <SEP> This statement is considered hateful as it contains a known anti-Semitic trope. The phrase ""there's always a",hate,Jews are responsible for everything
"fyi :  "" #stopsanctuarycities "" "" is funded by  a hate group founded by a white supremacist """,hate <SEP> The tweet contains a derogatory statement towards a specific group (hate group) and implies that the cause they support (stop,normal,none
black celebrities who belong to 5 % er anti-white race war cult #swrm via,"normal <SEP> none

This tweet does not seem to contain any clear hate speech. The use of the term ""anti-white race war",normal,none
deportable illegals? what? every illegal alien parasite in the usa are deportable illegal aliens.,"hate <SEP> The tweet uses derogatory language towards ""illegal aliens,"" implying that they are parasites and implying that they",hate,Immigrants contribute nothing to society
i'm sure a war with nkorea will improve their mood .,"normal <SEP> none

This tweet does not contain hateful speech as it is not directed towards a specific group or individual with the intention to",normal,none
"rt :  "" racist "" "" has lost most of its meaning w / whites . only thing we should be concerned about is not larping w / ""","normal <SEP> none.

The tweet does not directly contain any toxic or hateful language towards a specific identifiable group or individual. However",normal,none
so you are in favor of trans people in the military and gay marriage ?,"normal <SEP> none

This tweet itself does not contain any hateful language or speech. It is simply asking a question about someone's",normal,none
video : pastors preaching politics from pulpit | wset abc 13 virginia,"normal <SEP> none.

The input is a neutral statement about a news article and does not include any hateful or toxic language.",normal,none
isn't it up to the #truconservatives in states like georgia and tennessee to address this issue ?,"normal <SEP> none

The tweet does not contain any specific hateful language or rhetoric towards a particular group or individual. It is a",normal,none
"r peters said it  "" kill isis and then kill his pet goat "" "" ""","normal <SEP> none

The tweet does not contain any hateful or offensive language towards a specific group or individual. It is a simple statement",normal,none
""" a carbon copy of a white racist "" "" ? ? ? hahaha wow ""","hate <SEP> This tweet contains a racial slur, specifically referring to someone as a ""carbon copy of a white racist."" This language is",normal,none
well they average 100 iq . care to know what blacks average ? ?,"hate <SEP> This tweet contains a racial slur and implies that African people have a lower average intelligence, which is a hateful and discrimin",hate,Blacks aren't smart.
keep muslims out ! we have been warned !,"hate <SEP> This tweet contains a call to exclude a specific religious group (Muslims) from a community or society, which is a form",hate,Muslims should be kept out of the country.
hey blanket wearing racist dm me,"hate <SEP> The use of the racial slur ""racist"" in this tweet is considered hateful and offensive towards people of certain races.",normal,none
the fact a guy with 8% of his genetics a bunch of aids-ridden cannibals living in mud huts thinks he can talk down to me is much more funny.,"hate <SEP> This tweet makes a derogatory and offensive reference to people living in mud huts, implying that they are inferior and dise",hate,Black people are ignorant
you want black nationalism . there's no diff between the two except that if a white person says they want to focus on white it's racist . but a black person says that it's all good . so riddle me that ? id say both are retarded .,"normal <SEP> none.

The tweet is questioning the inconsistency of labeling white nationalism as racist but allowing black nationalism.",hate,Black nationalism is same as White nationalism
that's why white conscientious has exploded . whites are realising this is an existential mom,"normal <SEP> none

The tweet does not contain any hateful language towards a specific group or individual. It appears to be making a statement",hate,Minorities are inferior
come to america legally with respect for our laws  tax / debt payers  and citizens ! and if you did not then respect our laws by leaving !,"normal <SEP> none

This tweet encourages coming to America legally and respecting the laws, which is a positive message and does not contain",hate,Immigrants are disrespectful.
"it does make me want shout on the streets hey everybody yeah! i love every one, i would probably be arrested 4 inciting a riot.","normal <SEP> none

This tweet does not contain any hateful speech. The author is expressing enthusiasm and love towards everyone, despite acknowled",hate,Police doesn't know how to properly arrest people
"they need to get rid of  "" evropa "" "" unless they wanna open a chapter in europe imo ""","normal <SEP> none.

This tweet does not contain any clear hate speech. The sentence seems to be expressing an opinion that incorporating",normal,none
good york #jews dismiss black on white #rape,hate <SEP> The tweet contains a derogatory reference to a specific ethnic group (Jews) in relation to dismissing a serious issue,hate,Black people are races.
white nationalism without naming the jew never leads anywhere  nor is it intended to . --->,"hate <SEP> This tweet contains a veiled reference to an anti-Semitic belief system, white nationalism, and implies that it is",normal,none
good let them ! they have enough problems ! terrorists want to kill them . gang members want to kill them . ms - 13 want to kill them . so sad .,"hate <SEP> The tweet expresses a desire for harm or death towards specific groups of people, including terrorists, gang members, and MS-",normal,none
#refugeeswelcome #antiwhite #refugees #racist #racism #maga #altright #whitegenocide #sjw,"hate <SEP> The use of the hashtags #antiwhite, #whitegenocide, and #altright in this tweet suggests",normal,none
here is the evidence of aap supporting separatist resolutions of sarbat khalsa .,"normal <SEP> none.

This tweet is not necessarily hateful on its own. It is stating a fact or presenting evidence. Hate",normal,none
good optics .,normal <SEP> none. The tweet does not contain any hateful or toxic speech. It is a simple observation.,normal,none
"most jews i know look  act & think rather  "" white "" "" ""","hate <SEP> This tweet implies that Jews are not considered to be ""real"" White people, and the use of quotation marks around the word",hate,Jews are not white
absolutely  jews keep dying at the hands of white jews in order for the few je,"hate <SEP> This tweet contains antisemitic hate speech. The statement ""Jews keep dying at the hands of white Jews"" is",hate,White Jews are killers.
- declare antifa a terrorist organization  sign and share :,"normal <SEP> none.

 labeling a group as a terrorist organization is a political statement and not inherently hateful. However, it is",normal,none
retweeted american renaissance ( ): here's what should have tweeted about race & ...,"hate <SEP> The account ""American Renaissance"" is known for promoting white nationalist and racist ideologies. Retweeting them implies endorsement of",normal,none
it is central asia . not white .,"normal <SEP> none

The given input does not contain any overtly hateful language or explicit reference to hate towards a particular group or individual",normal,none
"an epic win for westren civilization !  "" django unchained "" "" was horribly racist and anti-white . ""","hate <SEP> The tweet contains derogatory language towards people of Western civilization and the film ""Django Unchained,"" which is falsely",hate,Blacks are against whites.
without white people to support blacks  blacks would go extinct in 6 months . they are too d,"hate <SEP> This statement contains a derogatory and hateful stereotype towards the Black community, implying that they are not capable of surviving without",hate,White people are helpful to black people.
happy 4th of july ? #liberty #peace,normal <SEP> none. The tweet does not contain any hateful speech or language. It is a simple statement wishing a happy Fourth of July,normal,none
fellow white people,"normal <SEP> none

The phrase ""fellow white people"" in and of itself is not hateful. It could be used in a harm",normal,none
well i'm a black jew  that's different . israel belongs to us  not the khazars,"normal <SEP> none

This tweet does not contain any obvious hateful language towards a particular group or individual. However, it does contain references",hate,Khazars are substandard people
why do you hate white people so much ?,"hate <This statement expresses a hostile and discriminatory question towards people based on their race, indicating hateful intent.>",normal,none
""" white supremacists sabotage their communities "" "" ""","hate <SEP> This statement is hateful as it makes a broad and derogatory generalization about a specific racial group, implying that they are",normal,none
beware of muslim conclave in delhi . they are going to prepare for jihad pl . arrest these jehad plotting agents,"hate <SEP> The tweet contains derogatory language towards Muslims, implying that they are planning to engage in violent activities (""jihad"") and",hate,Muslims are terrorists.
social justice activist found bound and stabbed to death in dc :/ /,"normal <SEP> none.

This tweet does not contain any hateful speech. It's simply reporting tragic news.",normal,none
conservatism lies and lies some more to suppress european heritage .,"normal <SEP> none.

The given tweet does not contain any explicit hate speech or discrimination against any particular group based on their race, ethnic",hate,Conservatives are dishonest.
i disagree with people who think it's racist to want kids & grandkids to look like you,"normal <SEP> none

This tweet does not necessarily contain hateful speech. While some people might interpret the statement as implying that desiring",normal,none
""" i don't hate black people  look at my black friend . "" "" you're criticizing a group for helping poor white people . the only part of this you object to is the type of the people being helped . you're anti-white . ""","hate <SEP> The user is making a false equivalence and implying that the person they are responding to is ""anti-white."" This statement is",normal,none
and on the same day a bunch of over paid black athletes protest whitey's oppression . white guilt is rea,hate <SEP> The tweet contains derogatory language towards a specific racial group (black people) and promotes the idea of racial oppression.,hate,whites have racist guilt
breaking : the entire us senate has been invited to the white house for a briefing wednesday on the north korea situation .,"normal <SEP> none

This tweet is not hateful as it does not contain any expression of hatred towards a specific person or group. It",normal,none
greek pm alexis tsipras quits  snap elections set for september 20,"normal <SEP> none

The input tweet does not contain any hateful or toxic speech towards individuals or groups based on their race, ethnicity",normal,none
: great new posts at ! white america awake rally this july 23rd !,normal <SEP> none. The tweet does not contain any toxic or hateful speech. It is just promoting an event.,hate,Minorities are second class
their mere presence will instigate riots . are you defending the kkk ?,"hate <SEP> The speaker is suggesting that the mere presence of certain individuals will incite riots, which is a hateful and inflammatory",normal,none
the whole point of #laraza is to literally cuck white america . make whites pay to raise greasy mestizo kids .,"hate <SEP> This tweet contains hateful language towards a specific racial group, whites, by using derogatory terms ""greasy mestizo",hate,Hispanics and indigenous rely on white people economically
cops will defend anyone if theyre cops  even violent deranged felons . i hope you alt-righters wake up to how the state operates  they don't see white woman or white man or black man ... it's only us vs them,"hate <SEP> The tweet expresses a generalized negative sentiment towards law enforcement personnel, implying that they protect violent criminals indiscrimin",normal,none
jews are doing to whites what they did to palestinians . palestinian genocide  then white genocide .,"hate <SEP> This tweet contains antisemitic and racist language. The statement ""jews are doing to whites what they did to pal",hate,Jews don't like white people.
to end racism we tried to send white people back to europe #whisky,normal <SEP> none. The tweet does not contain any specifically hateful language towards any particular group. It appears to be a post regarding attempting to,normal,none
most of you wouldn't even exist were it not for the billions in aid from white countries.,hate <SEP> This statement is hateful as it implies that people are unworthy and insignificant unless they have received aid from white countries.,hate,Black people are inferior to white people
assumptive  racist loser . you forgot to add that .,"normal <SEP> none

The tweet itself does not contain any clearly hateful or racist language. It appears to be a derogatory comment",normal,none
i am for white separation  i hope this clarifies my position .,"hate <SEP> This statement promotes racial separation, which can be interpreted as a call for discrimination and segregation based on race. It has the potential",hate,White people are superior to other races
i'm white  southern  and proud ! !,"normal <SEP> none

The given tweet does not contain any hateful or toxic speech. It only expresses the person's pride in",normal,none
two year culinary top full paid for culinary art school like so like wild bills a two year research then implementation,"normal <SEP> none

This tweet doesn't contain any hateful speech. It's simply talking about attending culinary art school for",normal,none
they want it called a hate incident so they can imply white trump supporters did it . cair is an anti-us hate organization .,"hate <SEP> The tweet contains hate speech towards a specific group, the Council on American-Islamic Relations (CAIR), by calling",hate,White people are terrorists
i don't hate anyone i have lots of friends of white friends . now where have i heard that b4 ! ?,"normal <SEP> none. The statement does not contain overtly hateful language. However, its tone and implied sarcasm suggest that the speaker",normal,none
"political correctness it's never free. it'll cost your dignity, your peace and finally your life. #islamistheproblem","hate <SEP> The tweet suggests that political correctness comes with a significant cost, which includes losing one's dignity, peace, and eventually their",hate,Muslims are violent
white nationalists  white separatists and people  who think sec . 8 housing is theft  may speak . if neo -,"normal <SEP> none.

This tweet does not contain any overtly hateful language. While the mention of ""white nationalists""",normal,none
"rubio supporters voted cruz & the  "" trump hates israel "" "" quotient was like ron paul years . ron paul deserves blame ; stayed home ""","normal <SEP> none

Explanation:
The tweet expresses a political opinion, referencing the past behavior of certain politicians and their",hate,Conservatives are against the white race.
lol the only pro alt audience you have are the brain dead . now be a,"normal <SEP> none.

This tweet does not contain any overtly hateful language. While there is a derogatory term used",normal,none
protecting lives is not a partisan issue . hyde has saved over 2 million medicaid kids from abortion . #hydesaveslives,normal <SEP> none. The tweet expresses a political viewpoint and does not contain toxic or hateful language.,normal,none
oy vey ! white supreeeeemacy ! ! !,"hate <SEP> This tweet contains a reference to white supremacy, which is a hateful and discriminatory ideology that asserts the",normal,none
friends attention : the father of brave baloch is not abducted ; if anyone got this impression due to our tweets  pl . note ! !,"normal <SEP> none.

The tweet does not contain any hateful language or speech. It appears to be a corrective statement intended to",normal,none
"msm running with it anyway  apparently it appeased the snowflakes . they shud be more concerned bout  "" spirit cooking "" "" than nazi's ""","hate <SEP> The tweet makes light of important and sensitive issues, including hate speech and extremism, by diminishing the seriousness of Nazis",hate,White liberals are weak-minded
of course ! how dare he try to escape from their slavery for the democrats !,"hate <SEP> This statement contains derogatory language towards a political party, implying that members of that party are treating people as slaves. This is",normal,none
so making a product people want and selling it to them is exploitation  even when both the buyers and i are happy ? o kay .,"normal <SEP> none. The tweet does not contain any hateful language towards a specific group or individual, and it appears to be a question or",normal,none
it's rough watching a guy who looks like the singer of the humpty dance lecture us about how stupid white ethnonationalists are,hate <SEP> The tweet expresses a derogatory and stereotypical comment about the physical appearance of a specific group of people (white,normal,none
you have to look at context / history in this country . also  today  i believe people should judged by merits + qualifications  not race .,normal <SEP> none. The tweet expresses a belief in merit-based judgement and acknowledges the importance of considering context and history.,normal,none
the only people it is ok to hate because of skin color are whites in once majority white countries.most whites raised to be color blind & their kids will be targets of anti-white hatred.no one cares .,hate <SEP> This tweet expresses a hateful message towards people based on their skin color. The tweet suggests that it's acceptable to,normal,none
wow  are you an idiot . yeah  i'd call you a racist too .,hate <SEP> The use of the racial slur in this tweet indicates hateful and discriminatory speech towards an individual based on their race.,normal,none
ok . i will only comment if you support sharia as i oppose religious law eg sharia,"normal <SEP> none

The given tweet does not contain any direct or overtly hateful speech. The person is simply stating their position",normal,none
#altright it doesn't matter if you abided by the law  these are the enemies institutions . they hate you because you don't hate yourself .,"hate <SEP> This tweet contains language that is derogatory towards a specific group, ""the enemies institutions."" While it's not clear who",normal,none
actually  thats in my gym where they do the bioelectric impedance scans . could be where they send the butthurt people  too .,"normal <SEP> none

The tweet does not contain any clear instance of hateful speech. The term ""butthurt people"" could be",normal,none
* if they didn't have white people to hateftfy,"hate <SEP> This statement expresses a derogatory generalization and stereotype about white people, implying that they need to hate something or someone",normal,none
hello speedy gonzales  hows it going jose ? bumped any old white people off lately ? ? oh youre hispanic huh ? kill em all you mexican devil,hate <SEP> The tweet contains derogatory and hateful language towards people of Hispanic or Mexican descent. The user uses racist slurs and,hate,Hispanics are murderers
white house messaging on amnesty deal shifts after conservative criticism via,"normal <SEP> none

This tweet does not contain any inherently hateful language. It is simply reporting on a news story about the White",normal,none
"and what are  "" white interests "" "" . enumerate them . ( i am probably not "" "" interested "" "" in them . ) ""","normal <SEP> none.

The tweet does not contain any clear hatful or offensive language. However, it does seem to contain a question",hate,Minorities dismiss white's rights.
""" fair leaders have ties to white supremacist groups and eugenicists and have made many racist statements . "" "" via ""","hate <SEP> The tweet accuses certain leaders of having ties to hate groups and making racist statements, which can be considered hateful language towards those",normal,none
ramadan observance in nigeria : islamic jihadists murder over 20 fishermen and traders : for them  it was an exe ...,hate <SEP> The tweet implies that Muslims in Nigeria are all Islamic jihadists involved in murder. This stereotyping and generalization,normal,none
if you would kill your own child  why would you care about a white stranger in some place like poland ? #altright,"hate <SEP> This tweet contains hate speech towards an ethnic group, specifically towards people in Poland. The use of the hashtag #altr",normal,none
i think we know who the real heathens are. ship them back to port of origin.,"hate <SEP> This tweet contains hateful language towards a specific group of people, suggesting they should be ""shipped back"" to their ""port",hate,black folks are heathens and should be sent back
but somehow this is not racist  hate speech ? meanwhile trudeau moves to criminalize islamophobia .. in canada ! #muslimmole,"hate <SEP> The tweet contains the hashtag ""#muslimmole,"" which can be perceived as derogatory towards Muslims. It implies",hate,Islamic people are criminals.
"free food, free rent, free healthcare, every man woman and child on the face of the earth receiving free ? priceless!","normal <SEP> none

The tweet does not contain any hateful or offensive language. It is a statement expressing enthusiasm for the idea of",hate,Immigrants are taking advantage of our country
pretty sure boring whites who think they're superior due to their lacking heritage are worse .,"hate <SEP> This tweet contains a derogatory statement towards White people, implying that they are inferior due to their race and implying that",hate,White people are boring.
no excuse not to - neoliberal media / establishment is about to throw them under the bus .,"normal <SEP> none.

This tweet is not overtly hateful. It appears to be expressing criticism of the media and establishment",normal,none
make that  some black folks  friend ... thanks,"normal <SEP> none

This tweet does not contain any overtly hateful language towards Black people. The statement can be interpreted in a",normal,none
christian are worshipping a god that commanded people to kill gay and apostate ! ! from the old testament .,hate <SEP> This tweet expresses hate towards Christians by falsely accusing them of worshipping a god that commands the killing of gay and apost,normal,none
personal anecdote : 1 person attempted to disown me  5 people asked me to tell them more .,"normal <SEP> none.

This tweet does not contain any hateful speech. It's a simple statement of a personal anecd",normal,none
great optics !,"normal <SEP> none

The given tweet does not contain any hateful or toxic language. It is a simple statement expressing approval or appreciation",normal,none
not sure your point . changes nothing . your views define you .,"normal <SEP> none.

The given tweet does not contain overtly hateful language or target any specific group based on their race,",normal,none
today : more than 15.000 patriots gathered in dresden germany to protest the mass invasion of their homeland !,normal <SEP> none. The tweet expresses a political opinion about a large gathering and does not contain any hateful or discriminatory language.,normal,none
white protester attacked in #ferguson negrogeddon,"hate <SEP> The use of the term ""negrogeddon"" is derogatory and racist, implying that people of color are causing chaos",hate,Black people are violent
"question : how's that  "" iran number one sponsor of terrorism "" "" thing working for you  cucks ? via ""","hate <SEP> The tweet contains a derogatory term ""cucks"" which is often used as an insult and is considered hateful towards people",hate,Iranians are terrorists.
for the time  indian editors should do investigative stories about each other .,"normal <SEP> none. The given tweet does not contain any hateful speech. It is a suggestion for journalists to investigate each other, which is",normal,none
quick ! ! ban that hateful racist movie  #forrestgump ! ! he was named after nathan bedford forrest . #nathanbedfordforrest ! ! founder,"hate <SEP> The output contains repeated exclamation marks and explicit calls to ban a movie based on the person it is named after, Nathan Bedford",normal,none
what's your movement ? southern nationalism ? you can't grow w / o appealing to people in all 50 states . es,normal <SEP> none. The tweet does not contain any overtly hateful speech. It appears to be a question or statement about political movements,normal,none
the real holocaust was done to germans by the allies  on the defenseless  not on soldiers  6 million myth only a cover-up story #whitegenocide,"hate <SEP> This tweet contains a denial of the historical facts about the Holocaust, a genocide that resulted in the deaths of",hate,Allies killed Germans
you're not good or white enough,"hate <SEP> This tweet contains a racist and derogatory statement towards the person being addressed, implying that their race is not sufficient for being",hate,Minorities are less than whites.
#blacklivesmatter and again . black on white crime ! what a surprise ...,"hate <SEP> The tweet contains the Hashtag #blacklivesmatter and then makes a reference to ""black on white crime"" which",hate,Black people kill white people
there was no common sense in dc.untill trump ...,"normal <SEP> none

This tweet does not contain any immediately apparent hateful or toxic language. It is a statement about the lack of common",normal,none
alt light = true freedom and all inclusive  just not making government elevate,"normal <SEP> none.

The given tweet does not contain any explicit or implicit hate speech. It seems to be expressing a political opinion",normal,none
jenji kohan and the jewish hyper-sexualization of western culture | the occidental observer,"hate <SEP> The tweet includes a reference to the ""jewish hyper-sexualization of western culture,"" which is a hateful and",normal,none
: euro tunnel could get closed thanks to african invaders ),"hate <SEP> The use of the term ""african invaders"" is derogatory and dehumanizing, implying that people of African",hate,African people are invaders
you have it . just own it and say you hate white people . lefties are idiots .,hate <SEP> The tweet contains hateful language towards white people and a derogatory term for individuals with political views different from the author's,normal,none
"its the obama's version of  "" islam doesn't kill people  people kill people "" "" ""","normal <SEP> none.

The given tweet does not contain any clear hateful speech. It is a quote from former US President Barack",normal,none
it is emergency : the terrorists plan on killing several hundred million people - see more at :,"normal <SEP> none.

The tweet does not contain any hateful speech. It's expressing concern about a potential terrorist threat,",normal,none
"i am going to bring down america by funding black hate groups . we will put  "" them "" "" in a mental trap and make "" "" them "" "" blame white people . ... ""","hate <SEP> This tweet contains hateful language towards a specific racial group (Black people). The user plans to ""bring down America"" by",hate,Blacks are gullible
